constituency_no,constituency,constituency_type,name,party,alliance,gender,age,position,vote_share_percentage,margin_percentage,margin,valid_votes,votes,evm_votes,postal_votes,district_name,sub_region,enop,previous_winner,previous_winner_alliance
125,ERAVIPURAM,GEN,FIROZ  S  R,Independent,Others,male,45,5,0.450960841,0.116328257,154,132384,597,589,8,KOLLAM,TRAVANCORE (SOUTH KERALA),2.385953447,CPM,LDF
125,ERAVIPURAM,GEN,NOUSHAD A   S/O.ALIYARU KUNJU,Independent,Others,male,53,6,0.334632584,0,0,132384,443,432,11,KOLLAM,TRAVANCORE (SOUTH KERALA),2.385953447,CPM,LDF
126,CHATHANNUR,GEN,B.B.GOPAKUMAR,Bharatiya Janata Party,NDA,male,60,1,38.03687723,3.221812801,4398,136507,51923,51250,673,KOLLAM,TRAVANCORE (SOUTH KERALA),3.005448755,CPI,LDF
126,CHATHANNUR,GEN,ADV.R.RAJENDRAN,Communist Party of India,LDF,male,68,2,34.81506443,8.973166211,12249,136507,47525,46692,833,KOLLAM,TRAVANCORE (SOUTH KERALA),3.005448755,CPI,LDF
126,CHATHANNUR,GEN,SOORAJ RAVI,Indian National Congress,UDF,male,50,3,25.84189822,25.30859223,34548,136507,35276,34618,658,KOLLAM,TRAVANCORE (SOUTH KERALA),3.005448755,CPI,LDF
126,CHATHANNUR,GEN,NOTA,None of the Above,Others,,,4,0.533305984,0.07398888,101,136507,728,715,13,KOLLAM,TRAVANCORE (SOUTH KERALA),3.005448755,CPI,LDF
126,CHATHANNUR,GEN,ARUN CHATHANNOOR,Aam Aadmi Party,Others,male,39,5,0.459317105,0.14578007,199,136507,627,621,6,KOLLAM,TRAVANCORE (SOUTH KERALA),3.005448755,CPI,LDF
126,CHATHANNUR,GEN,SINDHU PUTHENKULAM,Democratic Human Rights Movement Party,Others,female,44,6,0.313537035,0,0,136507,428,427,1,KOLLAM,TRAVANCORE (SOUTH KERALA),3.005448755,CPI,LDF
127,VARKALA,GEN,ADV.V JOY,Communist Party of India (Marxist),LDF,male,60,1,40.05252078,1.483024792,2050,138231,55365,54100,1265,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.869057416,CPM,LDF
127,VARKALA,GEN,VARKALA KAHAR,Indian National Congress,UDF,male,75,2,38.56949599,18.74760365,25915,138231,53315,52358,957,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.869057416,CPM,LDF
127,VARKALA,GEN,ADV.SMITHA SUNDARESAN,Bharatiya Janata Party,NDA,female,45,3,19.82189234,19.13536038,26451,138231,27400,26974,426,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.869057416,CPM,LDF
127,VARKALA,GEN,RAJU S KOTTARAKONAM,Bahujan Samaj Party,Others,male,59,4,0.686531965,0.214857738,297,138231,949,935,14,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.869057416,CPM,LDF
127,VARKALA,GEN,NOTA,None of the Above,Others,,,5,0.471674226,0.261880475,362,138231,652,644,8,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.869057416,CPM,LDF
127,VARKALA,GEN,VINOD ELAKAMON,Democratic Human Rights Movement Party,Others,male,45,6,0.209793751,0.139621358,193,138231,290,285,5,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.869057416,CPM,LDF
127,VARKALA,GEN,HARIKRISHNAN S G,Independent,Others,male,25,7,0.070172393,0.027490216,38,138231,97,95,2,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.869057416,CPM,LDF
127,VARKALA,GEN,VIVEKANANDAN K,Independent,Others,male,78,8,0.042682177,0.001446853,2,138231,59,56,3,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.869057416,CPM,LDF
127,VARKALA,GEN,SAJU,Independent,Others,male,41,9,0.041235323,0.007234267,10,138231,57,55,2,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.869057416,CPM,LDF
127,VARKALA,GEN,KANNAN M K,Independent,Others,male,57,10,0.034001056,0,0,138231,47,44,3,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.869057416,CPM,LDF
128,ATTINGAL,SC,O.S AMBIKA,Communist Party of India (Marxist),LDF,female,59,1,39.4640999,8.921662798,13375,149916,59163,57361,1802,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.073655739,CPM,LDF
128,ATTINGAL,SC,ADV. P SUDHEER,Bharatiya Janata Party,NDA,male,45,2,30.5424371,2.945649564,4416,149916,45788,44929,859,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.073655739,CPM,LDF
128,ATTINGAL,SC,SANTHOSH BHADRAN,Revolutionary Socialist Party,UDF,male,51,3,27.59678753,26.74831239,40100,149916,41372,40311,1061,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.073655739,CPM,LDF
128,ATTINGAL,SC,NOTA,None of the Above,Others,,,4,0.848475146,0.168761173,253,149916,1272,1243,29,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.073655739,CPM,LDF
128,ATTINGAL,SC,JAYARAJAN M,Social Democratic Party Of India,Others,male,42,5,0.679713973,0.076042584,114,149916,1019,1011,8,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.073655739,CPM,LDF
128,ATTINGAL,SC,S. SUJITHRA,Bahujan Samaj Party,Others,female,40,6,0.603671389,0.338856426,508,149916,905,886,19,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.073655739,CPM,LDF
128,ATTINGAL,SC,SUNITHA KILIMANOOR,Democratic Human Rights Movement Party,Others,female,42,7,0.264814963,0,0,149916,397,387,10,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.073655739,CPM,LDF
129,CHIRAYINKEEZHU,SC,RAMYA HARIDAS,Indian National Congress,UDF,female,40,1,38.51361425,0.96363661,1422,147566,56833,55687,1146,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.948197822,CPI,LDF
129,CHIRAYINKEEZHU,SC,MANOJ EDAMANA,Communist Party of India,LDF,male,55,2,37.54997764,15.24131575,22491,147566,55411,54296,1115,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.948197822,CPI,LDF
129,CHIRAYINKEEZHU,SC,B. S. ANOOP,Bharatiya Janata Party,NDA,male,40,3,22.30866189,21.60253717,31878,147566,32920,32420,500,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.948197822,CPI,LDF
129,CHIRAYINKEEZHU,SC,NOTA,None of the Above,Others,,,4,0.706124717,0.2026212,299,147566,1042,1030,12,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.948197822,CPI,LDF
129,CHIRAYINKEEZHU,SC,R. SASI,Bahujan Samaj Party,Others,male,56,5,0.503503517,0.085385522,126,147566,743,726,17,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.948197822,CPI,LDF
129,CHIRAYINKEEZHU,SC,ANOOP ALAPPURAMKUNNU,Democratic Human Rights Movement Party,Others,male,33,6,0.418117995,0,0,147566,617,609,8,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.948197822,CPI,LDF
130,NEDUMANGAD,GEN,G R ANIL,Communist Party of India,LDF,male,63,1,43.55482271,13.58326935,21583,158894,69206,67512,1694,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.94225053,CPI,LDF
130,NEDUMANGAD,GEN,MEENANKAL KUMAR,Indian National Congress,UDF,male,52,2,29.97155336,5.427517716,8624,158894,47623,46500,1123,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.94225053,CPI,LDF
130,NEDUMANGAD,GEN,YUVRAJ GOKUL,Bharatiya Janata Party,NDA,male,38,3,24.54403565,23.79447934,37808,158894,38999,38172,827,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.94225053,CPI,LDF
130,NEDUMANGAD,GEN,BATHERUTHEEN A (ZIAD KANDALA),Social Democratic Party Of India,Others,male,50,4,0.749556308,0.133422282,212,158894,1191,1177,14,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.94225053,CPI,LDF
130,NEDUMANGAD,GEN,NOTA,None of the Above,Others,,,5,0.616134026,0.35935907,571,158894,979,959,20,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.94225053,CPI,LDF
130,NEDUMANGAD,GEN,SUJILAL B G,Bahujan Samaj Party,Others,male,43,6,0.256774957,0.149156041,237,158894,408,400,8,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.94225053,CPI,LDF
130,NEDUMANGAD,GEN,SHIBU G,Democratic Human Rights Movement Party,Others,male,40,7,0.107618916,0.026432716,42,158894,171,170,1,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.94225053,CPI,LDF
130,NEDUMANGAD,GEN,VEMBAYAM YESUDAS,Independent,Others,male,66,8,0.0811862,0.021397913,34,158894,129,127,2,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.94225053,CPI,LDF
130,NEDUMANGAD,GEN,ANVAR SADATH,Independent,Others,male,42,9,0.059788287,0.001258701,2,158894,95,91,4,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.94225053,CPI,LDF
130,NEDUMANGAD,GEN,KUMAR,Independent,Others,male,59,10,0.058529586,0,0,158894,93,93,0,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.94225053,CPI,LDF
131,VAMANAPURAM,GEN,MUHAMMED SUDHEERSHA S,Indian National Congress,UDF,male,39,1,49.36209603,8.173354261,12185,149082,73590,71959,1631,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.38122776,CPM,LDF
131,VAMANAPURAM,GEN,MURALEEDHARAN NAIR D K,Communist Party of India (Marxist),LDF,male,64,2,41.18874177,33.07709851,49312,149082,61405,59713,1692,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.38122776,CPM,LDF
131,VAMANAPURAM,GEN,VENU,Bharath Dharma Jana Sena,NDA,male,51,3,8.111643257,7.566976563,11281,149082,12093,11901,192,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.38122776,CPM,LDF
131,VAMANAPURAM,GEN,NOTA,None of the Above,Others,,,4,0.544666693,0.0523202,78,149082,812,780,32,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.38122776,CPM,LDF
131,VAMANAPURAM,GEN,VIPINLAL V A,Bahujan Samaj Party,Others,male,38,5,0.492346494,0.307884252,459,149082,734,713,21,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.38122776,CPM,LDF
131,VAMANAPURAM,GEN,RATHEESH R,Democratic Human Rights Movement Party,Others,male,35,6,0.184462242,0.068418723,102,149082,275,267,8,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.38122776,CPM,LDF
131,VAMANAPURAM,GEN,MURALEEDHARAN NAIR G,Independent,Others,male,72,7,0.11604352,0,0,149082,173,166,7,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.38122776,CPM,LDF
132,KAZHAKKOOTTAM,GEN,V. MURALEEDHARAN,Bharatiya Janata Party,NDA,male,67,1,35.38647435,0.325260094,428,131587,46564,45908,656,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.048201142,CPM,LDF
132,KAZHAKKOOTTAM,GEN,KADAKAMPALLY SURENDRAN,Communist Party of India (Marxist),LDF,male,73,2,35.06121425,6.803863604,8953,131587,46136,45296,840,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.048201142,CPM,LDF
132,KAZHAKKOOTTAM,GEN,ADVOCATE  T. SARATHCHANDRA PRASAD,Indian National Congress,UDF,male,68,3,28.25735065,27.51183628,36202,131587,37183,36501,682,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.048201142,CPM,LDF
132,KAZHAKKOOTTAM,GEN,NOTA,None of the Above,Others,,,4,0.745514375,0.519048234,683,131587,981,963,18,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.048201142,CPM,LDF
132,KAZHAKKOOTTAM,GEN,T. S. RAJAN,Bahujan Samaj Party,Others,male,62,5,0.22646614,0.028878233,38,131587,298,292,6,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.048201142,CPM,LDF
132,KAZHAKKOOTTAM,GEN,DEEBIKA KARIMANAL,Democratic Human Rights Movement Party,Others,female,28,6,0.197587908,0.123872419,163,131587,260,251,9,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.048201142,CPM,LDF
132,KAZHAKKOOTTAM,GEN,K. SURENDRAN,Independent,Others,male,70,7,0.073715489,0.022038651,29,131587,97,97,0,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.048201142,CPM,LDF
132,KAZHAKKOOTTAM,GEN,SREEKANTAN NAIR V.,Independent,Others,male,56,8,0.051676837,0,0,131587,68,66,2,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.048201142,CPM,LDF
133,VATTIYOORKAVU,GEN,K. MURALEEDHARAN,Indian National Congress,UDF,male,69,1,37.25041421,4.180634223,5425,129765,48338,47224,1114,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.026743413,CPM,LDF
133,VATTIYOORKAVU,GEN,ADV. V.K PRASANTH,Communist Party of India (Marxist),LDF,male,44,2,33.06977999,4.392555774,5700,129765,42913,42058,855,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.026743413,CPM,LDF
133,VATTIYOORKAVU,GEN,R. SREELEKHA,Bharatiya Janata Party,NDA,female,65,3,28.67722421,28.21484992,36613,129765,37213,36558,655,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.026743413,CPM,LDF
133,VATTIYOORKAVU,GEN,NOTA,None of the Above,Others,,,4,0.462374292,0.23195777,301,129765,600,592,8,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.026743413,CPM,LDF
133,VATTIYOORKAVU,GEN,N. MURALI,Bahujan Samaj Party,Others,male,65,5,0.230416522,0.120217316,156,129765,299,297,2,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.026743413,CPM,LDF
133,VATTIYOORKAVU,GEN,PRASANTH. K S/O. KARUNAKARAN.C,Independent,Others,male,46,6,0.110199206,0.009247486,12,129765,143,143,0,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.026743413,CPM,LDF
133,VATTIYOORKAVU,GEN,EMIL B.S,Socialist Unity Centre Of India (COMMUNIST),Others,male,26,7,0.10095172,0.050090548,65,129765,131,127,4,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.026743413,CPM,LDF
133,VATTIYOORKAVU,GEN,SREEKANTAN NAIR V,Independent,Others,male,56,8,0.050861172,0.003082495,4,129765,66,66,0,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.026743413,CPM,LDF
133,VATTIYOORKAVU,GEN,MURALIDHARAN. P S/O. K. PONNAN,Independent,Others,male,57,9,0.047778677,0,0,129765,62,61,1,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.026743413,CPM,LDF
134,THIRUVANANTHAPURAM,GEN,C P JOHN,Communist Marxist Party Kerala State Committee,UDF,male,68,1,37.83447314,8.185877432,9863,120488,45586,44921,665,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,SUDHIR KARAMANA,Independent,LDF,male,56,2,29.64859571,0.496314986,598,120488,35723,35312,411,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,KARAMANA JAYAN,Bharatiya Janata Party,NDA,male,61,3,29.15228073,28.39784875,34216,120488,35125,34531,594,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,NOTA,None of the Above,Others,,,4,0.754431977,0.116194144,140,120488,909,897,12,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,SURESH KUMAR,Independent,Others,male,57,5,0.638237833,0.17678109,213,120488,769,752,17,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,SAMIN SATHYADAS,Aam Aadmi Party,Others,male,34,6,0.461456743,0.041497909,50,120488,556,547,9,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,PRADEEP KUMAR P,Independent,Others,male,56,7,0.419958834,0.035688201,43,120488,506,495,11,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,ADV. SEN,Bahujan Samaj Party,Others,male,53,8,0.384270633,0.187570546,226,120488,463,450,13,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,MANOMOHAN,Independent,Others,male,58,9,0.196700086,0.008299582,10,120488,237,234,3,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,A SABOORA,Socialist Unity Centre Of India (COMMUNIST),Others,female,47,10,0.188400505,0.014109289,17,120488,227,217,10,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,KARTHIKA DEVI M,Janam Rashtriya Party,Others,female,40,11,0.174291216,0.02738862,33,120488,210,202,8,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
134,THIRUVANANTHAPURAM,GEN,BINDHU MENON L R,Independent,Others,female,49,12,0.146902596,0,0,120488,177,174,3,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),3.162573661,Janadhipathiya Kerala Congress,LDF
135,NEMOM,GEN,RAJEEV CHANDRASEKHAR,Bharatiya Janata Party,NDA,male,62,1,40.74810302,3.546720815,4978,140355,57192,56270,922,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
135,NEMOM,GEN,V SIVANKUTTY,Communist Party of India (Marxist),LDF,male,71,2,37.20138221,16.01937943,22484,140355,52214,51369,845,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
135,NEMOM,GEN,ADV K S SABARINADHAN,Indian National Congress,UDF,male,42,3,21.18200278,20.75166542,29126,140355,29730,29158,572,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
135,NEMOM,GEN,NOTA,None of the Above,Others,,,4,0.430337359,0.31420327,441,140355,604,596,8,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
135,NEMOM,GEN,KARAMANA PRASAD,Socialist Unity Centre Of India (COMMUNIST),Others,male,66,5,0.116134089,0.012112144,17,140355,163,161,2,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
135,NEMOM,GEN,VINU K,Aam Aadmi Party,Others,male,49,6,0.104021944,0.044173702,62,140355,146,142,4,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
135,NEMOM,GEN,RAJEEV KUMAR G S,Independent,Others,male,48,7,0.059848242,0.014249581,20,140355,84,83,1,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
135,NEMOM,GEN,KAMALESWARAM HARI,Independent,Others,male,55,8,0.045598661,0.004987353,7,140355,64,63,1,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
135,NEMOM,GEN,SASIKALA,Independent,Others,female,55,9,0.040611307,0.002849916,4,140355,57,57,0,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
135,NEMOM,GEN,SUBI S M,The Future India Party,Others,male,41,10,0.037761391,0.003562395,5,140355,53,53,0,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
135,NEMOM,GEN,MADANAN S,Independent,Others,male,48,11,0.034198995,0,0,140355,48,48,0,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.862665852,CPM,LDF
136,ARUVIKKARA,GEN,ADV. G. STEEPHEN,Communist Party of India (Marxist),LDF,male,56,1,42.1485859,1.935620038,2843,146878,61907,60418,1489,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.735342172,CPM,LDF
136,ARUVIKKARA,GEN,V. S. SIVAKUMAR,Indian National Congress,UDF,male,65,2,40.21296586,24.036275,35304,146878,59064,57604,1460,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.735342172,CPM,LDF
136,ARUVIKKARA,GEN,VIVEK GOPAN,Bharatiya Janata Party,NDA,male,42,3,16.17669086,15.64904206,22985,146878,23760,23303,457,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.735342172,CPM,LDF
136,ARUVIKKARA,GEN,NOTA,None of the Above,Others,,,4,0.527648797,0.05991367,88,146878,775,749,26,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.735342172,CPM,LDF
136,ARUVIKKARA,GEN,SANTHOSH KUMAR. S,Bahujan Samaj Party,Others,male,41,5,0.467735127,0.261441468,384,146878,687,679,8,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.735342172,CPM,LDF
136,ARUVIKKARA,GEN,V. S. SIVAKUMAR S/O SIVADASAN,Independent,Others,male,41,6,0.206293659,0.026552649,39,146878,303,298,5,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.735342172,CPM,LDF
136,ARUVIKKARA,GEN,R. STEEPHEN S/O RAFI,Independent,Others,male,55,7,0.17974101,0.099402225,146,146878,264,258,6,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.735342172,CPM,LDF
136,ARUVIKKARA,GEN,ADV. S. SIVAKUMAR S/O SADASIVAN,Independent,Others,male,51,8,0.080338785,0,0,146878,118,116,2,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.735342172,CPM,LDF
137,PARASSALA,GEN,C K HAREENDRAN,Communist Party of India (Marxist),LDF,male,69,1,44.60995562,9.685306565,15013,155008,69149,67732,1417,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.791241761,CPM,LDF
137,PARASSALA,GEN,NEYYATTINKARA SANAL,Indian National Congress,UDF,male,66,2,34.92464905,15.62306462,24217,155008,54136,52912,1224,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.791241761,CPM,LDF
137,PARASSALA,GEN,ADV. GIREESH NEYYAR,Bharatiya Janata Party,NDA,male,46,3,19.30158443,18.89386354,29287,155008,29919,29401,518,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.791241761,CPM,LDF
137,PARASSALA,GEN,NOTA,None of the Above,Others,,,4,0.407720892,0.188377374,292,155008,632,619,13,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.791241761,CPM,LDF
137,PARASSALA,GEN,ADV. DHANUVACHAPURAM THANKACHAN,Bahujan Samaj Party,Others,male,66,5,0.219343518,0.014192816,22,155008,340,328,12,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.791241761,CPM,LDF
137,PARASSALA,GEN,SHAJU PALIYODU,Independent,Others,male,51,6,0.205150702,0.01290256,20,155008,318,311,7,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.791241761,CPM,LDF
137,PARASSALA,GEN,DEEPUMON PARASSALA,Aam Aadmi Party,Others,male,39,7,0.192248142,0.096769199,150,155008,298,292,6,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.791241761,CPM,LDF
137,PARASSALA,GEN,S ROBINSON E NADAR,Independent,Others,male,52,8,0.095478943,0.051610239,80,155008,148,143,5,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.791241761,CPM,LDF
137,PARASSALA,GEN,SIMIYON L P,Independent,Others,male,61,9,0.043868704,0,0,155008,68,66,2,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.791241761,CPM,LDF
138,KATTAKKADA,GEN,M. R. BAIJU,Indian National Congress,UDF,male,51,1,38.87065452,4.879516425,7136,146244,56846,55522,1324,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.984970502,CPM,LDF
138,KATTAKKADA,GEN,ADV. I. B. SATHEESH,Communist Party of India (Marxist),LDF,male,55,2,33.9911381,7.849210908,11479,146244,49710,48570,1140,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.984970502,CPM,LDF
138,KATTAKKADA,GEN,P. K. KRISHNADAS,Bharatiya Janata Party,NDA,male,62,3,26.14192719,25.62088017,37469,146244,38231,37433,798,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.984970502,CPM,LDF
138,KATTAKKADA,GEN,NOTA,None of the Above,Others,,,4,0.521047017,0.224966494,329,146244,762,740,22,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.984970502,CPM,LDF
138,KATTAKKADA,GEN,NOBIL M. D,Bahujan Samaj Party,Others,male,46,5,0.296080523,0.116927874,171,146244,433,424,9,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.984970502,CPM,LDF
138,KATTAKKADA,GEN,ADV. JAYAKUMAR THEERTHAM,Communist Party of India (Marxist-Leninist) (Liberation),Others,male,46,6,0.179152649,0,0,146244,262,253,9,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.984970502,CPM,LDF
139,KOVALAM,GEN,ADV. M.VINCENT,Indian National Congress,UDF,male,57,1,51.31573014,21.07036338,32709,155237,79661,77750,1911,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.620392507,INC,UDF
139,KOVALAM,GEN,BHAGATH RUFUS,Independent,LDF,male,36,2,30.24536676,13.89617166,21572,155237,46952,46045,907,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.620392507,INC,UDF
139,KOVALAM,GEN,KOVALAM.T.N.SURESH,Bharatiya Janata Party,NDA,male,58,3,16.3491951,15.72047901,24404,155237,25380,24889,491,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.620392507,INC,UDF
139,KOVALAM,GEN,NOTA,None of the Above,Others,,,4,0.628716092,0.192608721,299,155237,976,954,22,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.620392507,INC,UDF
139,KOVALAM,GEN,MANOJ.S.P,Aam Aadmi Party,Others,male,50,5,0.436107371,0.133988675,208,155237,677,652,25,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.620392507,INC,UDF
139,KOVALAM,GEN,KATTACHALKUZHI.M.SUGATHAN,Socialist Republican Party,Others,male,54,6,0.302118696,0.006441763,10,155237,469,455,14,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.620392507,INC,UDF
